tracking_id,timestamp,state,city,area,category,severity_reported,description,image_ref,status,admin_remarks,ai_category,ai_severity,ai_priority_score,ai_confidence,ai_reasoning,cluster_flag
A1S2D3F4,2026-01-08 21:55:15,Chhattisgarh,Raipur,Civil Lines,Sanitation,Low,Dead animal on road,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 11 reports in Raipur] [⚠ AI BURST: 11 reports in Raipur],True
G5H6J7K8,2025-12-22 12:20:40,Goa,Panaji,Altinho,Water,Medium,Dirty water supply,None,In Progress,,Water,Critical,10,0.9,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in Panaji] [⚠ AI BURST: 5 reports in Panaji],True
L9Z8X7C6,2026-02-05 02:45:05,Gujarat,Gandhidham,Adipur,Other,Critical,Illegal construction,None,Rejected,,Other,Critical,10,0.84,Classified as 'Other'. Severity 'Critical' based on keywords.,False
V5B4N3M2,2025-11-28 17:10:30,Haryana,Gurugram,Sector 56,Traffic,Low,Need speed breaker,None,Resolved,,Traffic,Low,2,0.88,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
Q1W2E3R4,2026-01-11 07:35:55,Himachal Pradesh,Manali,Aleo,Safety,Medium,Dark alley unsafe at night,None,Open,,Safety,Medium,5,0.9,Classified as 'Safety'. Severity 'Medium' based on keywords.,False
T5Y6U7I8,2025-12-25 20:00:20,Jammu and Kashmir,Jammu,Trikuta Nagar,Internet,High,Router issue in park,None,In Progress,,Internet,Critical,10,0.95,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Jammu] [⚠ AI BURST: 6 reports in Jammu],True
O9P0A1S2,2026-02-09 10:25:45,Jharkhand,Dhanbad,Hirapur,Electricity,Low,Voltage fluctuation,None,Rejected,,Electricity,Low,2,0.87,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
D3F4G5H6,2025-11-21 00:50:10,Karnataka,Bengaluru,Koramangala,Road,Medium,Road caved in due to rain,None,Resolved,,Road,Medium,5,0.91,Classified as 'Road'. Severity 'Medium' based on keywords.,False
J7K8L9Z0,2026-01-04 15:15:35,Kerala,Kochi,Vyttila,Sanitation,High,Sewage blockage,None,Open,,Sanitation,Critical,10,0.94,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Kochi] [⚠ AI BURST: 8 reports in Kochi],True
X1C2V3B4,2025-12-18 03:40:00,Madhya Pradesh,Ujjain,Nanakheda,Water,Low,Low pressure in taps,None,In Progress,,Water,Low,2,0.86,Classified as 'Water'. Severity 'Low' based on keywords.,False
N5M6Q7W8,2026-02-01 17:05:25,Maharashtra,Aurangabad,Cidco,Other,Medium,Tree fallen on road,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
E9R0T1Y2,2025-11-24 07:30:50,Manipur,Imphal,Chingmeirong,Traffic,Critical,Illegal parking blocking way,None,Resolved,,Traffic,Critical,10,0.93,Classified as 'Traffic'. Severity 'Critical' based on keywords.,False
U3I4O5P6,2026-01-08 21:55:15,Meghalaya,Shillong,Mawprem,Safety,Low,Stray dogs attacking,None,Open,,Safety,Critical,10,0.88,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Shillong] [⚠ AI BURST: 8 reports in Shillong],True
A7S8D9F0,2025-12-22 12:20:40,Mizoram,Aizawl,Dinthar,Internet,Medium,Connectivity lost,None,In Progress,,Internet,Critical,10,0.89,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
G1H2J3K4,2026-02-05 02:45:05,Nagaland,Kohima,Bayavü Hill,Electricity,High,Transformer sparking,None,Rejected,,Electricity,High,8,0.92,Classified as 'Electricity'. Severity 'High' based on keywords.,False
L5Z6X7C8,2025-11-28 17:10:30,Odisha,Bhubaneswar,Patia,Road,Low,Street light pole damaged,None,Resolved,,Road,Low,2,0.87,Classified as 'Road'. Severity 'Low' based on keywords.,False
V9B0N1M2,2026-01-11 07:35:55,Punjab,Amritsar,Putlighar,Sanitation,Medium,Overflowing dustbins,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Amritsar] [⚠ AI BURST: 6 reports in Amritsar],True
Q3W4E5R6,2025-12-25 20:00:20,Rajasthan,Kota,Dadabari,Water,Critical,No water for 2 days,None,In Progress,,Water,Critical,10,0.96,Classified as 'Water'. Severity 'Critical' based on keywords.,False
T7Y8U9I0,2026-02-09 10:25:45,Sikkim,Namchi,Assangthang,Other,Low,Graffiti on walls,None,Rejected,,Other,Low,2,0.83,Classified as 'Other'. Severity 'Low' based on keywords.,False
O1P2A3S4,2025-11-21 00:50:10,Tamil Nadu,Coimbatore,Ramanathapuram,Traffic,Medium,Wrong side driving,None,Resolved,,Traffic,Medium,5,0.89,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
D5F6G7H8,2026-01-04 15:15:35,Telangana,Hyderabad,Ameerpet,Safety,High,CCTV not working,None,Open,,Safety,Critical,10,0.93,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Hyderabad] [⚠ AI BURST: 8 reports in Hyderabad],True
J9K0L1Z2,2025-12-18 03:40:00,Tripura,Agartala,Krishnanagar,Internet,Low,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.85,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Agartala] [⚠ AI BURST: 8 reports in Agartala],True
X3C4V5B6,2026-02-01 17:05:25,Uttar Pradesh,Kanpur,Swaroop Nagar,Electricity,Medium,Live wire hanging low,None,Rejected,,Electricity,Medium,5,0.9,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
N7M8Q9W2,2025-11-24 07:30:50,Uttarakhand,Rishikesh,Muni Ki Reti,Road,High,Manhole cover missing,None,Resolved,,Road,High,8,0.92,Classified as 'Road'. Severity 'High' based on keywords.,False
E4R5T6Y7,2026-01-08 21:55:15,West Bengal,Howrah,Kadamtala,Sanitation,Low,Foul smell in area,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 6 reports in Howrah] [⚠ AI BURST: 6 reports in Howrah],True
U8I9O0P1,2025-12-22 12:20:40,Delhi,North Delhi,Pitampura,Water,Medium,Pipeline burst flooding street,None,In Progress,,Water,Critical,10,0.9,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in North Delhi] [⚠ AI BURST: 5 reports in North Delhi],True
A1S2D3F4,2026-02-05 02:45:05,Puducherry,Karaikal,Nehru Nagar,Other,High,Public park maintenance needed,None,Rejected,,Other,High,8,0.82,Classified as 'Other'. Severity 'High' based on keywords.,False
G5H6J7K8,2025-11-28 17:10:30,Ladakh,Leh,Gompa Village,Traffic,Low,Traffic signal broken,None,Resolved,,Traffic,Low,2,0.88,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
L9Z8X7C6,2026-01-11 07:35:55,Andhra Pradesh,Tirupati,KT Road,Safety,Critical,Chain snatching incident,None,Open,,Safety,Critical,10,0.94,Classified as 'Safety'. Severity 'Critical' based on keywords. [⚠ AI BURST: 5 reports in Tirupati] [⚠ AI BURST: 5 reports in Tirupati],True
V5B4N3M2,2025-12-25 20:00:20,Arunachal Pradesh,Itanagar,Ganga,Internet,Medium,Fiber cable cut,None,In Progress,,Internet,Critical,10,0.91,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 6 reports in Itanagar] [⚠ AI BURST: 6 reports in Itanagar],True
Q1W2E3R4,2026-02-09 10:25:45,Assam,Dibrugarh,Chowkidinghee,Electricity,Low,Street lights not working,None,Rejected,,Electricity,Low,2,0.86,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
T5Y6U7I8,2025-11-21 00:50:10,Bihar,Muzaffarpur,Brahmapura,Road,Medium,Road surface uneven,None,Resolved,,Road,Medium,5,0.89,Classified as 'Road'. Severity 'Medium' based on keywords.,False
O9P0A1S2,2026-01-04 15:15:35,Chhattisgarh,Raipur,Katora Talab,Sanitation,High,Garbage not collected,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 11 reports in Raipur] [⚠ AI BURST: 11 reports in Raipur],True
D3F4G5H6,2025-12-18 03:40:00,Goa,Vasco da Gama,Sada,Water,Critical,Dirty water supply,None,In Progress,,Water,Critical,10,0.96,Classified as 'Water'. Severity 'Critical' based on keywords. [⚠ AI BURST: 9 reports in Vasco da Gama] [⚠ AI BURST: 9 reports in Vasco da Gama],True
J7K8L9Z0,2026-02-01 17:05:25,Gujarat,Rajkot,Kalawad Road,Other,Low,Tree fallen on road,None,Rejected,,Other,Low,2,0.85,Classified as 'Other'. Severity 'Low' based on keywords.,False
X1C2V3B4,2025-11-24 07:30:50,Haryana,Panipat,Sector 12,Traffic,Medium,Accident prone junction,None,Resolved,,Traffic,Medium,5,0.9,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
N5M6Q7W8,2026-01-08 21:55:15,Himachal Pradesh,Shimla,Kasumpti,Safety,Low,Suspicious activity reported,None,Open,,Safety,Critical,10,0.88,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Shimla] [⚠ AI BURST: 8 reports in Shimla],True
E9R0T1Y2,2025-12-22 12:20:40,Jammu and Kashmir,Srinagar,Munawarabad,Internet,High,Slow internet speed,None,In Progress,,Internet,Critical,10,0.94,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 9 reports in Srinagar] [⚠ AI BURST: 9 reports in Srinagar],True
U3I4O5P6,2026-02-05 02:45:05,Jharkhand,Ranchi,Ashok Nagar,Electricity,Medium,Voltage fluctuation,None,Rejected,,Electricity,Medium,5,0.9,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
A7S8D9F0,2025-11-28 17:10:30,Karnataka,Bengaluru,Jayanagar,Road,High,Huge pothole on main street,None,Resolved,,Road,High,8,0.93,Classified as 'Road'. Severity 'High' based on keywords.,False
G1H2J3K4,2026-01-11 07:35:55,Kerala,Kochi,Palarivattom,Sanitation,Low,Dead animal on road,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Kochi] [⚠ AI BURST: 8 reports in Kochi],True
L5Z6X7C8,2025-12-25 20:00:20,Madhya Pradesh,Bhopal,MP Nagar,Water,Medium,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.91,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in Bhopal] [⚠ AI BURST: 5 reports in Bhopal],True
V9B0N1M2,2026-02-09 10:25:45,Maharashtra,Thane,Naupada,Other,Critical,Illegal construction,None,Rejected,,Other,Critical,10,0.83,Classified as 'Other'. Severity 'Critical' based on keywords.,False
Q3W4E5R6,2025-11-21 00:50:10,Manipur,Imphal,Keishampat,Traffic,Low,Illegal parking blocking way,None,Resolved,,Traffic,Low,2,0.87,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
T7Y8U9I0,2026-01-04 15:15:35,Meghalaya,Tura,Araimile,Safety,High,Dark alley unsafe at night,None,Open,,Safety,Critical,10,0.92,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 7 reports in Tura] [⚠ AI BURST: 7 reports in Tura],True
O1P2A3S4,2025-12-18 03:40:00,Mizoram,Aizawl,Chanmari,Internet,Low,Router issue in park,None,In Progress,,Internet,Critical,10,0.85,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
D5F6G7H8,2026-02-01 17:05:25,Nagaland,Dimapur,Notun Basti,Electricity,High,Transformer sparking,None,Rejected,,Electricity,High,8,0.93,Classified as 'Electricity'. Severity 'High' based on keywords.,False
J9K0L1Z2,2025-11-24 07:30:50,Odisha,Rourkela,Civil Township,Road,Medium,Road caved in due to rain,None,Resolved,,Road,Medium,5,0.89,Classified as 'Road'. Severity 'Medium' based on keywords.,False
X3C4V5B6,2026-01-08 21:55:15,Punjab,Ludhiana,Ghumar Mandi,Sanitation,Critical,Overflowing dustbins,None,Open,,Sanitation,Critical,10,0.96,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 3 reports in Ludhiana] [⚠ AI BURST: 3 reports in Ludhiana],True
N7M8Q9W2,2025-12-22 12:20:40,Rajasthan,Jaipur,C Scheme,Water,Low,No water for 2 days,None,In Progress,,Water,Critical,10,0.86,Classified as 'Water'. Severity 'Low' based on keywords. [⚠ AI BURST: 6 reports in Jaipur] [⚠ AI BURST: 6 reports in Jaipur],True
E4R5T6Y7,2026-02-05 02:45:05,Sikkim,Gangtok,Arithang,Other,Medium,Graffiti on walls,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
U8I9O0P1,2025-11-28 17:10:30,Tamil Nadu,Madurai,Town Hall Road,Traffic,High,Need speed breaker,None,Resolved,,Traffic,High,8,0.91,Classified as 'Traffic'. Severity 'High' based on keywords.,False
A1S2D3F4,2026-01-11 07:35:55,Telangana,Warangal,Hanamkonda,Safety,Low,Stray dogs attacking,None,Open,,Safety,Critical,10,0.88,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 5 reports in Warangal] [⚠ AI BURST: 5 reports in Warangal],True
G5H6J7K8,2025-12-25 20:00:20,Tripura,Udaipur,Brajanagar,Internet,Critical,Connectivity lost,None,In Progress,,Internet,Critical,10,0.94,Classified as 'Internet'. Severity 'Critical' based on keywords. [⚠ AI BURST: 6 reports in Udaipur] [⚠ AI BURST: 6 reports in Udaipur],True
L9Z8X7C6,2026-02-09 10:25:45,Uttar Pradesh,Agra,Sadar Bazar,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.87,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
V5B4N3M2,2025-11-21 00:50:10,Uttarakhand,Dehradun,Jakhan,Road,Medium,Street light pole damaged,None,Resolved,,Road,Medium,5,0.89,Classified as 'Road'. Severity 'Medium' based on keywords.,False
Q1W2E3R4,2026-01-04 15:15:35,West Bengal,Siliguri,Pradhan Nagar,Sanitation,High,Foul smell in area,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 4 reports in Siliguri] [⚠ AI BURST: 4 reports in Siliguri],True
T5Y6U7I8,2025-12-18 03:40:00,Delhi,South Delhi,Green Park,Water,Medium,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.9,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in South Delhi] [⚠ AI BURST: 5 reports in South Delhi],True
O9P0A1S2,2026-02-01 17:05:25,Puducherry,Puducherry,Heritage Town,Other,Low,Public park maintenance needed,None,Rejected,,Other,Low,2,0.84,Classified as 'Other'. Severity 'Low' based on keywords.,False
D3F4G5H6,2025-11-24 07:30:50,Ladakh,Leh,Chubi,Traffic,Critical,Traffic signal broken,None,Resolved,,Traffic,Critical,10,0.93,Classified as 'Traffic'. Severity 'Critical' based on keywords.,False
J7K8L9Z0,2026-01-08 21:55:15,Andhra Pradesh,Vijayawada,Labbipet,Safety,Medium,Suspicious activity reported,None,Open,,Safety,Critical,10,0.9,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Vijayawada] [⚠ AI BURST: 4 reports in Vijayawada],True
X1C2V3B4,2025-12-22 12:20:40,Arunachal Pradesh,Itanagar,Chandranagar,Internet,High,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.92,Classified as 'Internet'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Itanagar] [⚠ AI BURST: 6 reports in Itanagar],True
N5M6Q7W8,2026-02-05 02:45:05,Assam,Guwahati,Beltola,Electricity,Low,Frequent power cuts,None,Rejected,,Electricity,Low,2,0.86,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
E9R0T1Y2,2025-11-28 17:10:30,Bihar,Patna,Kankarbagh,Road,High,Road surface uneven,None,Resolved,,Road,High,8,0.91,Classified as 'Road'. Severity 'High' based on keywords.,False
U3I4O5P6,2026-01-11 07:35:55,Chhattisgarh,Bhilai,Nehru Nagar,Sanitation,Low,Dead animal on road,None,Open,,Sanitation,Critical,10,0.92,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 4 reports in Bhilai] [⚠ AI BURST: 4 reports in Bhilai],True
A7S8D9F0,2025-12-25 20:00:20,Goa,Panaji,Miramar,Water,Medium,Dirty water supply,None,In Progress,,Water,Critical,10,0.91,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in Panaji] [⚠ AI BURST: 5 reports in Panaji],True
G1H2J3K4,2026-02-09 10:25:45,Gujarat,Ahmedabad,Navrangpura,Other,High,Tree fallen on road,None,Rejected,,Other,High,8,0.81,Classified as 'Other'. Severity 'High' based on keywords.,False
L5Z6X7C8,2025-11-21 00:50:10,Haryana,Gurugram,Sector 29,Traffic,Medium,Accident prone junction,None,Resolved,,Traffic,Medium,5,0.89,Classified as 'Traffic'. Severity 'Medium' based on keywords.,False
V9B0N1M2,2026-01-04 15:15:35,Himachal Pradesh,Dharamshala,Sidhbari,Safety,Critical,CCTV not working,None,Open,,Safety,Critical,10,0.94,Classified as 'Safety'. Severity 'Critical' based on keywords. [⚠ AI BURST: 6 reports in Dharamshala] [⚠ AI BURST: 6 reports in Dharamshala],True
Q3W4E5R6,2025-12-18 03:40:00,Jammu and Kashmir,Jammu,Gandhi Nagar,Internet,Low,Router issue in park,None,In Progress,,Internet,Critical,10,0.85,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 6 reports in Jammu] [⚠ AI BURST: 6 reports in Jammu],True
T7Y8U9I0,2026-02-01 17:05:25,Jharkhand,Ranchi,Kutchery Road,Electricity,High,Street lights not working,None,Rejected,,Electricity,High,8,0.92,Classified as 'Electricity'. Severity 'High' based on keywords.,False
O1P2A3S4,2025-11-24 07:30:50,Karnataka,Bengaluru,Brigade Road,Road,Low,Manhole cover missing,None,Resolved,,Road,Low,2,0.88,Classified as 'Road'. Severity 'Low' based on keywords.,False
D5F6G7H8,2026-01-08 21:55:15,Kerala,Thiruvananthapuram,MG Road,Sanitation,Medium,Garbage not collected,None,Open,,Sanitation,Critical,10,0.91,Classified as 'Sanitation'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in Thiruvananthapuram] [⚠ AI BURST: 5 reports in Thiruvananthapuram],True
J9K0L1Z2,2025-12-22 12:20:40,Madhya Pradesh,Indore,Rajwada,Water,High,Low pressure in taps,None,In Progress,,Water,Critical,10,0.93,Classified as 'Water'. Severity 'High' based on keywords. [⚠ AI BURST: 4 reports in Indore] [⚠ AI BURST: 4 reports in Indore],True
X3C4V5B6,2026-02-05 02:45:05,Maharashtra,Pune,FC Road,Other,Low,Graffiti on walls,None,Rejected,,Other,Low,2,0.84,Classified as 'Other'. Severity 'Low' based on keywords.,False
N7M8Q9W2,2025-11-28 17:10:30,Manipur,Imphal,Thangal Bazar,Traffic,Critical,Wrong side driving,None,Resolved,,Traffic,Critical,10,0.94,Classified as 'Traffic'. Severity 'Critical' based on keywords.,False
E4R5T6Y7,2026-01-11 07:35:55,Meghalaya,Shillong,Bara Bazar,Safety,Low,Suspicious activity reported,None,Open,,Safety,Critical,10,0.88,Classified as 'Safety'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Shillong] [⚠ AI BURST: 8 reports in Shillong],True
U8I9O0P1,2025-12-25 20:00:20,Mizoram,Aizawl,Bara Bazar,Internet,Medium,Fiber cable cut,None,In Progress,,Internet,Critical,10,0.89,Classified as 'Internet'. Severity 'Medium' based on keywords. [⚠ AI BURST: 12 reports in Aizawl] [⚠ AI BURST: 12 reports in Aizawl],True
A1S2D3F4,2026-02-09 10:25:45,Nagaland,Dimapur,Hong Kong Market,Electricity,Medium,Voltage fluctuation,None,Rejected,,Electricity,Medium,5,0.89,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
G5H6J7K8,2025-11-21 00:50:10,Odisha,Bhubaneswar,Master Canteen,Road,High,Road caved in due to rain,None,Resolved,,Road,High,8,0.92,Classified as 'Road'. Severity 'High' based on keywords.,False
L9Z8X7C6,2026-01-04 15:15:35,Punjab,Amritsar,Hall Bazar,Sanitation,Low,Sewage blockage,None,Open,,Sanitation,Critical,10,0.9,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 6 reports in Amritsar] [⚠ AI BURST: 6 reports in Amritsar],True
V5B4N3M2,2025-12-18 03:40:00,Rajasthan,Jaipur,Nai Sarak,Water,Critical,No water for 2 days,None,In Progress,,Water,Critical,10,0.96,Classified as 'Water'. Severity 'Critical' based on keywords. [⚠ AI BURST: 6 reports in Jaipur] [⚠ AI BURST: 6 reports in Jaipur],True
Q1W2E3R4,2026-02-01 17:05:25,Sikkim,Gangtok,Deorali,Other,Medium,Illegal construction,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
T5Y6U7I8,2025-11-24 07:30:50,Tamil Nadu,Chennai,Anna Nagar,Traffic,Low,Illegal parking blocking way,None,Resolved,,Traffic,Low,2,0.88,Classified as 'Traffic'. Severity 'Low' based on keywords.,False
O9P0A1S2,2026-01-08 21:55:15,Telangana,Hyderabad,Banjara Hills,Safety,High,Chain snatching incident,None,Open,,Safety,Critical,10,0.93,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 8 reports in Hyderabad] [⚠ AI BURST: 8 reports in Hyderabad],True
D3F4G5H6,2025-12-22 12:20:40,Tripura,Agartala,Kaman Chowmuhani,Internet,Low,Slow internet speed,None,In Progress,,Internet,Critical,10,0.85,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 8 reports in Agartala] [⚠ AI BURST: 8 reports in Agartala],True
J7K8L9Z0,2026-02-05 02:45:05,Uttar Pradesh,Lucknow,Hazratganj,Electricity,High,Transformer sparking,None,Rejected,,Electricity,High,8,0.92,Classified as 'Electricity'. Severity 'High' based on keywords.,False
X1C2V3B4,2025-11-28 17:10:30,Uttarakhand,Nainital,Mall Road,Road,Medium,Street light pole damaged,None,Resolved,,Road,Medium,5,0.89,Classified as 'Road'. Severity 'Medium' based on keywords.,False
N5M6Q7W8,2026-01-11 07:35:55,West Bengal,Howrah,Howrah Maidan,Sanitation,Critical,Foul smell in area,None,Open,,Sanitation,Critical,10,0.96,Classified as 'Sanitation'. Severity 'Critical' based on keywords. [⚠ AI BURST: 6 reports in Howrah] [⚠ AI BURST: 6 reports in Howrah],True
E9R0T1Y2,2025-12-25 20:00:20,Delhi,North Delhi,Kamla Nagar,Water,Medium,Leakage in main pipe,None,In Progress,,Water,Critical,10,0.9,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 5 reports in North Delhi] [⚠ AI BURST: 5 reports in North Delhi],True
U3I4O5P6,2026-02-09 10:25:45,Puducherry,Puducherry,Grand Bazar,Other,Low,Public park maintenance needed,None,Rejected,,Other,Low,2,0.83,Classified as 'Other'. Severity 'Low' based on keywords.,False
A7S8D9F0,2025-11-21 00:50:10,Ladakh,Leh,Main Bazar,Traffic,High,Traffic signal broken,None,Resolved,,Traffic,High,8,0.91,Classified as 'Traffic'. Severity 'High' based on keywords.,False
G1H2J3K4,2026-01-04 15:15:35,Andhra Pradesh,Nellore,Gandhi Nagar,Safety,Medium,Dark alley unsafe at night,None,Open,,Safety,Critical,10,0.9,Classified as 'Safety'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Nellore] [⚠ AI BURST: 4 reports in Nellore],True
L5Z6X7C8,2025-12-18 03:40:00,Arunachal Pradesh,Pasighat,Main Market,Internet,Critical,Connectivity lost,None,In Progress,,Internet,Critical,10,0.94,Classified as 'Internet'. Severity 'Critical' based on keywords. [⚠ AI BURST: 4 reports in Pasighat] [⚠ AI BURST: 4 reports in Pasighat],True
V9B0N1M2,2026-02-01 17:05:25,Assam,Jorhat,Gar-Ali,Electricity,Low,Live wire hanging low,None,Rejected,,Electricity,Low,2,0.87,Classified as 'Electricity'. Severity 'Low' based on keywords.,False
Q3W4E5R6,2025-11-24 07:30:50,Bihar,Gaya,GB Road,Road,Medium,Road surface uneven,None,Resolved,,Road,Medium,5,0.88,Classified as 'Road'. Severity 'Medium' based on keywords.,False
T7Y8U9I0,2026-01-08 21:55:15,Chhattisgarh,Raipur,Pandri,Sanitation,Low,Overflowing dustbins,None,Open,,Sanitation,Critical,10,0.9,Classified as 'Sanitation'. Severity 'Low' based on keywords. [⚠ AI BURST: 11 reports in Raipur] [⚠ AI BURST: 11 reports in Raipur],True
O1P2A3S4,2025-12-22 12:20:40,Goa,Vasco da Gama,FL Gomes Road,Water,High,Dirty water supply,None,In Progress,,Water,Critical,10,0.92,Classified as 'Water'. Severity 'High' based on keywords. [⚠ AI BURST: 9 reports in Vasco da Gama] [⚠ AI BURST: 9 reports in Vasco da Gama],True
D5F6G7H8,2026-02-05 02:45:05,Gujarat,Rajkot,Yagnik Road,Other,Medium,Noise pollution,None,Rejected,,Other,Medium,5,0.85,Classified as 'Other'. Severity 'Medium' based on keywords.,False
J9K0L1Z2,2025-11-28 17:10:30,Haryana,Panipat,GT Road,Traffic,Critical,Accident prone junction,None,Resolved,,Traffic,Critical,10,0.93,Classified as 'Traffic'. Severity 'Critical' based on keywords.,False
X3C4V5B6,2026-01-11 07:35:55,Himachal Pradesh,Dharamshala,McLeod Ganj,Safety,High,Stray dogs attacking,None,Open,,Safety,Critical,10,0.91,Classified as 'Safety'. Severity 'High' based on keywords. [⚠ AI BURST: 6 reports in Dharamshala] [⚠ AI BURST: 6 reports in Dharamshala],True
N7M8Q9W2,2025-12-25 20:00:20,Jammu and Kashmir,Srinagar,Boulevard Road,Internet,Low,Public Wi-Fi down,None,In Progress,,Internet,Critical,10,0.85,Classified as 'Internet'. Severity 'Low' based on keywords. [⚠ AI BURST: 9 reports in Srinagar] [⚠ AI BURST: 9 reports in Srinagar],True
E4R5T6Y7,2026-02-09 10:25:45,Jharkhand,Dhanbad,Bank More,Electricity,Medium,Frequent power cuts,None,Rejected,,Electricity,Medium,5,0.89,Classified as 'Electricity'. Severity 'Medium' based on keywords.,False
U8I9O0P1,2025-11-21 00:50:10,Karnataka,Hubballi,Koppikar Road,Road,Low,Manhole cover missing,None,Resolved,,Road,Low,2,0.86,Classified as 'Road'. Severity 'Low' based on keywords.,False
A1S2D3F4,2026-01-04 15:15:35,Kerala,Kozhikode,SM Street,Sanitation,High,Dead animal on road,None,Open,,Sanitation,Critical,10,0.93,Classified as 'Sanitation'. Severity 'High' based on keywords. [⚠ AI BURST: 3 reports in Kozhikode] [⚠ AI BURST: 3 reports in Kozhikode],True
G5H6J7K8,2025-12-18 03:40:00,Madhya Pradesh,Gwalior,Bada,Water,Medium,Pipeline burst flooding street,None,In Progress,,Water,Critical,10,0.9,Classified as 'Water'. Severity 'Medium' based on keywords. [⚠ AI BURST: 4 reports in Gwalior] [⚠ AI BURST: 4 reports in Gwalior],True
L9Z8X7C6,2026-02-01 17:05:25,Maharashtra,Aurangabad,Nirala Bazar,Other,Critical,Illegal construction,None,Rejected,,Other,Critical,10,0.83,Classified as 'Other'. Severity 'Critical' based on keywords.,False
